"c","Year","capacity_scenario","kwh_veh"
"Iran",2032,"Baseline",66.8747598146794
"Iran",2032,"Low Capacity",50.9658435858217
"Iran",2032,"High Capacity",83.6931163130944
"Ireland",2032,"Baseline",70.7407131192161
"Ireland",2032,"Low Capacity",52.0201944870589
"Ireland",2032,"High Capacity",84.7474672143317
"Israel",2032,"Baseline",68.819495314728
"Israel",2032,"Low Capacity",51.4962259949258
"Israel",2032,"High Capacity",84.2234987221985
"Italy",2032,"Baseline",56.5289894671783
"Italy",2032,"Low Capacity",48.144269854685
"Italy",2032,"High Capacity",80.8715425819577
"Japan",2032,"Baseline",52.5765466816648
"Japan",2032,"Low Capacity",47.0663309131813
"Japan",2032,"High Capacity",79.793603640454
"Kenya",2032,"Baseline",41.7029748283753
"Kenya",2032,"Low Capacity",44.1008113168296
"Kenya",2032,"High Capacity",76.8280840441024
"Malaysia",2032,"Baseline",66.1869198670891
"Malaysia",2032,"Low Capacity",50.7782508728425
"Malaysia",2032,"High Capacity",83.5055236001152
"Mexico",2032,"Baseline",66.3715422222222
"Mexico",2032,"Low Capacity",50.8286024242424
"Mexico",2032,"High Capacity",83.5558751515152
"Morocco",2032,"Baseline",47.8910769230769
"Morocco",2032,"Low Capacity",45.7884755244755
"Morocco",2032,"High Capacity",78.5157482517482
"Netherlands",2032,"Baseline",70.2790739559975
"Netherlands",2032,"Low Capacity",51.8942928970902
"Netherlands",2032,"High Capacity",84.621565624363
"New Zealand",2032,"Baseline",71.8295861642989
"New Zealand",2032,"Low Capacity",52.3171598629906
"New Zealand",2032,"High Capacity",85.0444325902633
"Nigeria",2032,"Baseline",58.1087719298245
"Nigeria",2032,"Low Capacity",48.5751196172249
"Nigeria",2032,"High Capacity",81.3023923444976
"Norway",2032,"Baseline",72.929133721794
"Norway",2032,"Low Capacity",52.6170364695802
"Norway",2032,"High Capacity",85.3443091968529
"Pakistan",2032,"Baseline",45.6427536231884
"Pakistan",2032,"Low Capacity",45.1752964426877
"Pakistan",2032,"High Capacity",77.9025691699605
"Peru",2032,"Baseline",64.9736342042755
"Peru",2032,"Low Capacity",50.4473547829842
"Peru",2032,"High Capacity",83.174627510257
"Philippines",2032,"Baseline",61.9099099099099
"Philippines",2032,"Low Capacity",49.6117936117936
"Philippines",2032,"High Capacity",82.3390663390663
"Poland",2032,"Baseline",69.8442119550464
"Poland",2032,"Low Capacity",51.7756941695581
"Poland",2032,"High Capacity",84.5029668968308
"Portugal",2032,"Baseline",66.3848155792874
"Portugal",2032,"Low Capacity",50.8322224307148
"Portugal",2032,"High Capacity",83.5594951579875
"Rest of EU",2032,"Baseline",68.4072204674668
"Rest of EU",2032,"Low Capacity",51.3837874002182
"Rest of EU",2032,"High Capacity",84.1110601274909
"Rest of Middle East/Africa",2032,"Baseline",66.8747598146794
"Rest of Middle East/Africa",2032,"Low Capacity",50.9658435858217
"Rest of Middle East/Africa",2032,"High Capacity",83.6931163130944
"Rest of South America",2032,"Baseline",62.65970280846
"Rest of South America",2032,"Low Capacity",49.8162825841255
"Rest of South America",2032,"High Capacity",82.5435553113982
"Rest of South Asia/Oceania",2032,"Baseline",68.9418850202429
"Rest of South Asia/Oceania",2032,"Low Capacity",51.5296050055208
"Rest of South Asia/Oceania",2032,"High Capacity",84.2568777327935
"Romania",2032,"Baseline",55.5785688005887
"Romania",2032,"Low Capacity",47.8850642183424
"Romania",2032,"High Capacity",80.6123369456151
"Russia",2032,"Baseline",58.3134666955017
"Russia",2032,"Low Capacity",48.6309454624096
"Russia",2032,"High Capacity",81.3582181896823
"Saudi Arabia",2032,"Baseline",90.8918686052773
"Saudi Arabia",2032,"Low Capacity",57.5159641650756
"Saudi Arabia",2032,"High Capacity",90.2432368923483
"Singapore",2032,"Baseline",67.5081697525807
"Singapore",2032,"Low Capacity",51.1385917507038
"Singapore",2032,"High Capacity",83.8658644779766
"Slovakia",2032,"Baseline",72.2436394271272
"Slovakia",2032,"Low Capacity",52.4300834801256
"Slovakia",2032,"High Capacity",85.1573562073983
"South Africa",2032,"Baseline",77.3991678224688
"South Africa",2032,"Low Capacity",53.8361366788551
"South Africa",2032,"High Capacity",86.5634094061278
"South Korea",2032,"Baseline",68.2738313128486
"South Korea",2032,"Low Capacity",51.3474085398678
"South Korea",2032,"High Capacity",84.0746812671405
"Spain",2032,"Baseline",65.8674816903183
"Spain",2032,"Low Capacity",50.6911313700868
"Spain",2032,"High Capacity",83.4184040973595
"Sweden",2032,"Baseline",74.1467913472337
"Sweden",2032,"Low Capacity",52.9491249128819
"Sweden",2032,"High Capacity",85.6763976401546
"Switzerland",2032,"Baseline",71.2739332558526
"Switzerland",2032,"Low Capacity",52.1656181606871
"Switzerland",2032,"High Capacity",84.8928908879598
"Thailand",2032,"Baseline",59.1096653187645
"Thailand",2032,"Low Capacity",48.8480905414812
"Thailand",2032,"High Capacity",81.575363268754
"Turkey",2032,"Baseline",69.232699754363
"Turkey",2032,"Low Capacity",51.6089181148263
"Turkey",2032,"High Capacity",84.336190842099
"United Arab Emirates",2032,"Baseline",82.3589372266225
"United Arab Emirates",2032,"Low Capacity",55.1888010618061
"United Arab Emirates",2032,"High Capacity",87.9160737890789
"United Kingdom",2032,"Baseline",70.6342010422866
"United Kingdom",2032,"Low Capacity",51.9911457388054
"United Kingdom",2032,"High Capacity",84.7184184660782
"United States",2032,"Baseline",87.0557473819442
"United States",2032,"Low Capacity",56.4697492859848
"United States",2032,"High Capacity",89.1970220132575
"Uruguay",2032,"Baseline",53.4092373424482
"Uruguay",2032,"Low Capacity",47.2934283661222
"Uruguay",2032,"High Capacity",80.020701093395
"Venezuela",2032,"Baseline",62.65970280846
"Venezuela",2032,"Low Capacity",49.8162825841255
"Venezuela",2032,"High Capacity",82.5435553113982
"Vietnam",2032,"Baseline",52.3028665707267
"Vietnam",2032,"Low Capacity",46.9916908829255
"Vietnam",2032,"High Capacity",79.7189636101982
"Western Europe non EU",2032,"Baseline",71.0232039131764
"Western Europe non EU",2032,"Low Capacity",52.0972374308663
"Western Europe non EU",2032,"High Capacity",84.824510158139
"Algeria",2033,"Baseline",76.9666666666667
"Algeria",2033,"Low Capacity",50.8121212121212
"Algeria",2033,"High Capacity",87.630303030303
"Argentina",2033,"Baseline",44.7060941828255
"Argentina",2033,"Low Capacity",44.9465625786955
"Argentina",2033,"High Capacity",81.7647443968774
"Australia",2033,"Baseline",68.6759738338648
"Australia",2033,"Low Capacity",49.3047225152481
"Australia",2033,"High Capacity",86.12290433343
"Austria",2033,"Baseline",71.8900261533633
"Austria",2033,"Low Capacity",49.8890956642479
"Austria",2033,"High Capacity",86.7072774824297
"Belgium",2033,"Baseline",73.2548605610748
"Belgium",2033,"Low Capacity",50.1372473747409
"Belgium",2033,"High Capacity",86.9554291929227
"Bolivia",2033,"Baseline",59.282962962963
"Bolivia",2033,"Low Capacity",47.5969023569024
"Bolivia",2033,"High Capacity",84.4150841750842
"Brazil",2033,"Baseline",48.4002018558217
"Brazil",2033,"Low Capacity",45.6182185192403
"Brazil",2033,"High Capacity",82.4364003374221
"Canada",2033,"Baseline",80.0832013922788
"Canada",2033,"Low Capacity",51.3787638895052
"Canada",2033,"High Capacity",88.196945707687
"Chile",2033,"Baseline",66.5496158392435
"Chile",2033,"Low Capacity",48.9181119707715
"Chile",2033,"High Capacity",85.7362937889534
"China",2033,"Baseline",57.1489002485433
"China",2033,"Low Capacity",47.2088909542806
"China",2033,"High Capacity",84.0270727724624
"Colombia",2033,"Baseline",56.4497612243016
"Colombia",2033,"Low Capacity",47.0817747680548
"Colombia",2033,"High Capacity",83.8999565862367
"Czechia",2033,"Baseline",70.2204309656824
"Czechia",2033,"Low Capacity",49.5855329028513
"Czechia",2033,"High Capacity",86.4037147210332
"Denmark",2033,"Baseline",73.6670596711862
"Denmark",2033,"Low Capacity",50.2121926674884
"Denmark",2033,"High Capacity",87.0303744856702
"Eastern Europe/Central Asia",2033,"Baseline",73.0066413050487
"Eastern Europe/Central Asia",2033,"Low Capacity",50.0921166009179
"Eastern Europe/Central Asia",2033,"High Capacity",86.9102984190998
"Egypt",2033,"Baseline",69.0582375478927
"Egypt",2033,"Low Capacity",49.3742250087078
"Egypt",2033,"High Capacity",86.1924068268896
"Ethiopia",2033,"Baseline",58.3735294117647
"Ethiopia",2033,"Low Capacity",47.431550802139
"Ethiopia",2033,"High Capacity",84.2497326203209
"Finland",2033,"Baseline",74.1119996496453
"Finland",2033,"Low Capacity",50.2930908453901
"Finland",2033,"High Capacity",87.1112726635719
"France",2033,"Baseline",57.8118241624981
"France",2033,"Low Capacity",47.3294225749997
"France",2033,"High Capacity",84.1476043931815
"Germany",2033,"Baseline",72.0540909761545
"Germany",2033,"Low Capacity",49.9189256320281
"Germany",2033,"High Capacity",86.7371074502099
"Greece",2033,"Baseline",64.8040218270008
"Greece",2033,"Low Capacity",48.6007312412729
"Greece",2033,"High Capacity",85.4189130594547
"Hungary",2033,"Baseline",66.7082368609774
"Hungary",2033,"Low Capacity",48.9469521565413
"Hungary",2033,"High Capacity",85.7651339747232
"India",2033,"Baseline",33.7464546968929
"India",2033,"Low Capacity",42.9539008539805
"India",2033,"High Capacity",79.7720826721624
"Indonesia",2033,"Baseline",51.361985933142
"Indonesia",2033,"Low Capacity",46.1567247151167
"Indonesia",2033,"High Capacity",82.9749065332986
"Iran",2033,"Baseline",66.8747598146794
"Iran",2033,"Low Capacity",48.9772290572144
"Iran",2033,"High Capacity",85.7954108753962
"Ireland",2033,"Baseline",70.7407131192161
"Ireland",2033,"Low Capacity",49.6801296580393
"Ireland",2033,"High Capacity",86.4983114762211
"Israel",2033,"Baseline",68.819495314728
"Israel",2033,"Low Capacity",49.3308173299505
"Israel",2033,"High Capacity",86.1489991481324
"Italy",2033,"Baseline",56.5289894671783
"Italy",2033,"Low Capacity",47.0961799031233
"Italy",2033,"High Capacity",83.9143617213051
"Japan",2033,"Baseline",52.5765466816648
"Japan",2033,"Low Capacity",46.3775539421209
"Japan",2033,"High Capacity",83.1957357603027
"Kenya",2033,"Baseline",41.7029748283753
"Kenya",2033,"Low Capacity",44.4005408778864
"Kenya",2033,"High Capacity",81.2187226960682
"Malaysia",2033,"Baseline",66.1869198670891
"Malaysia",2033,"Low Capacity",48.8521672485617
"Malaysia",2033,"High Capacity",85.6703490667435
"Mexico",2033,"Baseline",66.3715422222222
"Mexico",2033,"Low Capacity",48.8857349494949
"Mexico",2033,"High Capacity",85.7039167676768
"Morocco",2033,"Baseline",47.8910769230769
"Morocco",2033,"Low Capacity",45.5256503496503
"Morocco",2033,"High Capacity",82.3438321678322
"Netherlands",2033,"Baseline",70.2790739559975
"Netherlands",2033,"Low Capacity",49.5961952647268
"Netherlands",2033,"High Capacity",86.4143770829086
"New Zealand",2033,"Baseline",71.8295861642989
"New Zealand",2033,"Low Capacity",49.8781065753271
"New Zealand",2033,"High Capacity",86.6962883935089
"Nigeria",2033,"Baseline",58.1087719298245
"Nigeria",2033,"Low Capacity",47.3834130781499
"Nigeria",2033,"High Capacity",84.2015948963317
"Norway",2033,"Baseline",72.929133721794
"Norway",2033,"Low Capacity",50.0780243130535
"Norway",2033,"High Capacity",86.8962061312353
"Pakistan",2033,"Baseline",45.6427536231884
"Pakistan",2033,"Low Capacity",45.1168642951252
"Pakistan",2033,"High Capacity",81.935046113307
"Peru",2033,"Baseline",64.9736342042755
"Peru",2033,"Low Capacity",48.6315698553228
"Peru",2033,"High Capacity",85.4497516735046
"Philippines",2033,"Baseline",61.9099099099099
"Philippines",2033,"Low Capacity",48.0745290745291
"Philippines",2033,"High Capacity",84.8927108927109
"Poland",2033,"Baseline",69.8442119550464
"Poland",2033,"Low Capacity",49.5171294463721
"Poland",2033,"High Capacity",86.3353112645539
"Portugal",2033,"Baseline",66.3848155792874
"Portugal",2033,"Low Capacity",48.8881482871432
"Portugal",2033,"High Capacity",85.706330105325
"Rest of EU",2033,"Baseline",68.4072204674668
"Rest of EU",2033,"Low Capacity",49.2558582668121
"Rest of EU",2033,"High Capacity",86.074040084994
"Rest of Middle East/Africa",2033,"Baseline",66.8747598146794
"Rest of Middle East/Africa",2033,"Low Capacity",48.9772290572144
"Rest of Middle East/Africa",2033,"High Capacity",85.7954108753962
"Rest of South America",2033,"Baseline",62.65970280846
"Rest of South America",2033,"Low Capacity",48.2108550560836
"Rest of South America",2033,"High Capacity",85.0290368742654
"Rest of South Asia/Oceania",2033,"Baseline",68.9418850202429
"Rest of South Asia/Oceania",2033,"Low Capacity",49.3530700036805
"Rest of South Asia/Oceania",2033,"High Capacity",86.1712518218623
"Romania",2033,"Baseline",55.5785688005887
"Romania",2033,"Low Capacity",46.9233761455616
"Romania",2033,"High Capacity",83.7415579637434
"Russia",2033,"Baseline",58.3134666955017
"Russia",2033,"Low Capacity",47.420630308273
"Russia",2033,"High Capacity",84.2388121264549
"Saudi Arabia",2033,"Baseline",90.8918686052773
"Saudi Arabia",2033,"Low Capacity",53.3439761100504
"Saudi Arabia",2033,"High Capacity",90.1621579282322
"Singapore",2033,"Baseline",67.5081697525807
"Singapore",2033,"Low Capacity",49.0923945004692
"Singapore",2033,"High Capacity",85.910576318651
"Slovakia",2033,"Baseline",72.2436394271272
"Slovakia",2033,"Low Capacity",49.9533889867504
"Slovakia",2033,"High Capacity",86.7715708049322
"South Africa",2033,"Baseline",77.3991678224688
"South Africa",2033,"Low Capacity",50.8907577859034
"South Africa",2033,"High Capacity",87.7089396040852
"South Korea",2033,"Baseline",68.2738313128486
"South Korea",2033,"Low Capacity",49.2316056932452
"South Korea",2033,"High Capacity",86.049787511427
"Spain",2033,"Baseline",65.8674816903183
"Spain",2033,"Low Capacity",48.7940875800579
"Spain",2033,"High Capacity",85.6122693982397
"Sweden",2033,"Baseline",74.1467913472337
"Sweden",2033,"Low Capacity",50.2994166085879
"Sweden",2033,"High Capacity",87.1175984267698
"Switzerland",2033,"Baseline",71.2739332558526
"Switzerland",2033,"Low Capacity",49.7770787737914
"Switzerland",2033,"High Capacity",86.5952605919732
"Thailand",2033,"Baseline",59.1096653187645
"Thailand",2033,"Low Capacity",47.5653936943208
"Thailand",2033,"High Capacity",84.3835755125026
"Turkey",2033,"Baseline",69.232699754363
"Turkey",2033,"Low Capacity",49.4059454098842
"Turkey",2033,"High Capacity",86.224127228066
"United Arab Emirates",2033,"Baseline",82.3589372266225
"United Arab Emirates",2033,"Low Capacity",51.7925340412041
"United Arab Emirates",2033,"High Capacity",88.6107158593859
"United Kingdom",2033,"Baseline",70.6342010422866
"United Kingdom",2033,"Low Capacity",49.6607638258703
"United Kingdom",2033,"High Capacity",86.4789456440521
"United States",2033,"Baseline",87.0557473819442
"United States",2033,"Low Capacity",52.6464995239899
"United States",2033,"High Capacity",89.4646813421717
"Uruguay",2033,"Baseline",53.4092373424482
"Uruguay",2033,"Low Capacity",46.5289522440815
"Uruguay",2033,"High Capacity",83.3471340622633
"Venezuela",2033,"Baseline",62.65970280846
"Venezuela",2033,"Low Capacity",48.2108550560836
"Venezuela",2033,"High Capacity",85.0290368742654
"Vietnam",2033,"Baseline",52.3028665707267
"Vietnam",2033,"Low Capacity",46.3277939219503
"Vietnam",2033,"High Capacity",83.1459757401321
"Western Europe non EU",2033,"Baseline",71.0232039131764
"Western Europe non EU",2033,"Low Capacity",49.7314916205775
"Western Europe non EU",2033,"High Capacity",86.5496734387593
"Algeria",2034,"Baseline",76.9666666666667
"Algeria",2034,"Low Capacity",47.9060606060606
"Algeria",2034,"High Capacity",88.8151515151515
"Argentina",2034,"Baseline",44.7060941828255
"Argentina",2034,"Low Capacity",44.9732812893478
"Argentina",2034,"High Capacity",85.8823721984387
"Australia",2034,"Baseline",68.6759738338648
"Australia",2034,"Low Capacity",47.1523612576241
"Australia",2034,"High Capacity",88.061452166715
"Austria",2034,"Baseline",71.8900261533633
"Austria",2034,"Low Capacity",47.4445478321239
"Austria",2034,"High Capacity",88.3536387412148
"Belgium",2034,"Baseline",73.2548605610748
"Belgium",2034,"Low Capacity",47.5686236873704
"Belgium",2034,"High Capacity",88.4777145964613
"Bolivia",2034,"Baseline",59.282962962963
"Bolivia",2034,"Low Capacity",46.2984511784512
"Bolivia",2034,"High Capacity",87.2075420875421
"Brazil",2034,"Baseline",48.4002018558217
"Brazil",2034,"Low Capacity",45.3091092596202
"Brazil",2034,"High Capacity",86.2182001687111
"Canada",2034,"Baseline",80.0832013922788
"Canada",2034,"Low Capacity",48.1893819447526
"Canada",2034,"High Capacity",89.0984728538435
"Chile",2034,"Baseline",66.5496158392435
"Chile",2034,"Low Capacity",46.9590559853858
"Chile",2034,"High Capacity",87.8681468944767
"China",2034,"Baseline",57.1489002485433
"China",2034,"Low Capacity",46.1044454771403
"China",2034,"High Capacity",87.0135363862312
"Colombia",2034,"Baseline",56.4497612243016
"Colombia",2034,"Low Capacity",46.0408873840274
"Colombia",2034,"High Capacity",86.9499782931183
"Czechia",2034,"Baseline",70.2204309656824
"Czechia",2034,"Low Capacity",47.2927664514257
"Czechia",2034,"High Capacity",88.2018573605166
"Denmark",2034,"Baseline",73.6670596711862
"Denmark",2034,"Low Capacity",47.6060963337442
"Denmark",2034,"High Capacity",88.5151872428351
"Eastern Europe/Central Asia",2034,"Baseline",73.0066413050487
"Eastern Europe/Central Asia",2034,"Low Capacity",47.546058300459
"Eastern Europe/Central Asia",2034,"High Capacity",88.4551492095499
"Egypt",2034,"Baseline",69.0582375478927
"Egypt",2034,"Low Capacity",47.1871125043539
"Egypt",2034,"High Capacity",88.0962034134448
"Ethiopia",2034,"Baseline",58.3735294117647
"Ethiopia",2034,"Low Capacity",46.2157754010695
"Ethiopia",2034,"High Capacity",87.1248663101604
"Finland",2034,"Baseline",74.1119996496453
"Finland",2034,"Low Capacity",47.646545422695
"Finland",2034,"High Capacity",88.5556363317859
"France",2034,"Baseline",57.8118241624981
"France",2034,"Low Capacity",46.1647112874998
"France",2034,"High Capacity",87.0738021965907
"Germany",2034,"Baseline",72.0540909761545
"Germany",2034,"Low Capacity",47.459462816014
"Germany",2034,"High Capacity",88.368553725105
"Greece",2034,"Baseline",64.8040218270008
"Greece",2034,"Low Capacity",46.8003656206364
"Greece",2034,"High Capacity",87.7094565297273
"Hungary",2034,"Baseline",66.7082368609774
"Hungary",2034,"Low Capacity",46.9734760782707
"Hungary",2034,"High Capacity",87.8825669873616
"India",2034,"Baseline",33.7464546968929
"India",2034,"Low Capacity",43.9769504269903
"India",2034,"High Capacity",84.8860413360812
"Indonesia",2034,"Baseline",51.361985933142
"Indonesia",2034,"Low Capacity",45.5783623575584
"Indonesia",2034,"High Capacity",86.4874532666493
"Iran",2034,"Baseline",66.8747598146794
"Iran",2034,"Low Capacity",46.9886145286072
"Iran",2034,"High Capacity",87.8977054376981
"Ireland",2034,"Baseline",70.7407131192161
"Ireland",2034,"Low Capacity",47.3400648290196
"Ireland",2034,"High Capacity",88.2491557381105
"Israel",2034,"Baseline",68.819495314728
"Israel",2034,"Low Capacity",47.1654086649753
"Israel",2034,"High Capacity",88.0744995740662
"Italy",2034,"Baseline",56.5289894671783
"Italy",2034,"Low Capacity",46.0480899515617
"Italy",2034,"High Capacity",86.9571808606526
"Japan",2034,"Baseline",52.5765466816648
"Japan",2034,"Low Capacity",45.6887769710604
"Japan",2034,"High Capacity",86.5978678801513
"Kenya",2034,"Baseline",41.7029748283753
"Kenya",2034,"Low Capacity",44.7002704389432
"Kenya",2034,"High Capacity",85.6093613480341
"Malaysia",2034,"Baseline",66.1869198670891
"Malaysia",2034,"Low Capacity",46.9260836242808
"Malaysia",2034,"High Capacity",87.8351745333717
"Mexico",2034,"Baseline",66.3715422222222
"Mexico",2034,"Low Capacity",46.9428674747475
"Mexico",2034,"High Capacity",87.8519583838384
"Morocco",2034,"Baseline",47.8910769230769
"Morocco",2034,"Low Capacity",45.2628251748252
"Morocco",2034,"High Capacity",86.1719160839161
"Netherlands",2034,"Baseline",70.2790739559975
"Netherlands",2034,"Low Capacity",47.2980976323634
"Netherlands",2034,"High Capacity",88.2071885414543
"New Zealand",2034,"Baseline",71.8295861642989
"New Zealand",2034,"Low Capacity",47.4390532876635
"New Zealand",2034,"High Capacity",88.3481441967544
"Nigeria",2034,"Baseline",58.1087719298245
"Nigeria",2034,"Low Capacity",46.191706539075
"Nigeria",2034,"High Capacity",87.1007974481659
"Norway",2034,"Baseline",72.929133721794
"Norway",2034,"Low Capacity",47.5390121565267
"Norway",2034,"High Capacity",88.4481030656176
"Pakistan",2034,"Baseline",45.6427536231884
"Pakistan",2034,"Low Capacity",45.0584321475626
"Pakistan",2034,"High Capacity",85.9675230566535
"Peru",2034,"Baseline",64.9736342042755
"Peru",2034,"Low Capacity",46.8157849276614
"Peru",2034,"High Capacity",87.7248758367523
"Philippines",2034,"Baseline",61.9099099099099
"Philippines",2034,"Low Capacity",46.5372645372645
"Philippines",2034,"High Capacity",87.4463554463554
"Poland",2034,"Baseline",69.8442119550464
"Poland",2034,"Low Capacity",47.258564723186
"Poland",2034,"High Capacity",88.1676556322769
"Portugal",2034,"Baseline",66.3848155792874
"Portugal",2034,"Low Capacity",46.9440741435716
"Portugal",2034,"High Capacity",87.8531650526625
"Rest of EU",2034,"Baseline",68.4072204674668
"Rest of EU",2034,"Low Capacity",47.1279291334061
"Rest of EU",2034,"High Capacity",88.037020042497
"Rest of Middle East/Africa",2034,"Baseline",66.8747598146794
"Rest of Middle East/Africa",2034,"Low Capacity",46.9886145286072
"Rest of Middle East/Africa",2034,"High Capacity",87.8977054376981
"Rest of South America",2034,"Baseline",62.65970280846
"Rest of South America",2034,"Low Capacity",46.6054275280418
"Rest of South America",2034,"High Capacity",87.5145184371327
"Rest of South Asia/Oceania",2034,"Baseline",68.9418850202429
"Rest of South Asia/Oceania",2034,"Low Capacity",47.1765350018403
"Rest of South Asia/Oceania",2034,"High Capacity",88.0856259109312
"Romania",2034,"Baseline",55.5785688005887
"Romania",2034,"Low Capacity",45.9616880727808
"Romania",2034,"High Capacity",86.8707789818717
"Russia",2034,"Baseline",58.3134666955017
"Russia",2034,"Low Capacity",46.2103151541365
"Russia",2034,"High Capacity",87.1194060632274
"Saudi Arabia",2034,"Baseline",90.8918686052773
"Saudi Arabia",2034,"Low Capacity",49.1719880550252
"Saudi Arabia",2034,"High Capacity",90.0810789641161
"Singapore",2034,"Baseline",67.5081697525807
"Singapore",2034,"Low Capacity",47.0461972502346
"Singapore",2034,"High Capacity",87.9552881593255
"Slovakia",2034,"Baseline",72.2436394271272
"Slovakia",2034,"Low Capacity",47.4766944933752
"Slovakia",2034,"High Capacity",88.3857854024661
"South Africa",2034,"Baseline",77.3991678224688
"South Africa",2034,"Low Capacity",47.9453788929517
"South Africa",2034,"High Capacity",88.8544698020426
"South Korea",2034,"Baseline",68.2738313128486
"South Korea",2034,"Low Capacity",47.1158028466226
"South Korea",2034,"High Capacity",88.0248937557135
"Spain",2034,"Baseline",65.8674816903183
"Spain",2034,"Low Capacity",46.8970437900289
"Spain",2034,"High Capacity",87.8061346991199
"Sweden",2034,"Baseline",74.1467913472337
"Sweden",2034,"Low Capacity",47.649708304294
"Sweden",2034,"High Capacity",88.5587992133849
"Switzerland",2034,"Baseline",71.2739332558526
"Switzerland",2034,"Low Capacity",47.3885393868957
"Switzerland",2034,"High Capacity",88.2976302959866
"Thailand",2034,"Baseline",59.1096653187645
"Thailand",2034,"Low Capacity",46.2826968471604
"Thailand",2034,"High Capacity",87.1917877562513
"Turkey",2034,"Baseline",69.232699754363
"Turkey",2034,"Low Capacity",47.2029727049421
"Turkey",2034,"High Capacity",88.112063614033
"United Arab Emirates",2034,"Baseline",82.3589372266225
"United Arab Emirates",2034,"Low Capacity",48.396267020602
"United Arab Emirates",2034,"High Capacity",89.305357929693
"United Kingdom",2034,"Baseline",70.6342010422866
"United Kingdom",2034,"Low Capacity",47.3303819129352
"United Kingdom",2034,"High Capacity",88.2394728220261
"United States",2034,"Baseline",87.0557473819442
"United States",2034,"Low Capacity",48.8232497619949
"United States",2034,"High Capacity",89.7323406710858
"Uruguay",2034,"Baseline",53.4092373424482
"Uruguay",2034,"Low Capacity",45.7644761220407
"Uruguay",2034,"High Capacity",86.6735670311317
"Venezuela",2034,"Baseline",62.65970280846
"Venezuela",2034,"Low Capacity",46.6054275280418
"Venezuela",2034,"High Capacity",87.5145184371327
"Vietnam",2034,"Baseline",52.3028665707267
"Vietnam",2034,"Low Capacity",45.6638969609752
"Vietnam",2034,"High Capacity",86.5729878700661
"Western Europe non EU",2034,"Baseline",71.0232039131764
"Western Europe non EU",2034,"Low Capacity",47.3657458102888
"Western Europe non EU",2034,"High Capacity",88.2748367193797
"Algeria",2035,"Baseline",76.9666666666667
"Algeria",2035,"Low Capacity",45
"Algeria",2035,"High Capacity",90
"Argentina",2035,"Baseline",44.7060941828255
"Argentina",2035,"Low Capacity",45
"Argentina",2035,"High Capacity",90
"Australia",2035,"Baseline",68.6759738338648
"Australia",2035,"Low Capacity",45
"Australia",2035,"High Capacity",90
"Austria",2035,"Baseline",71.8900261533633
"Austria",2035,"Low Capacity",45
"Austria",2035,"High Capacity",90
"Belgium",2035,"Baseline",73.2548605610748
"Belgium",2035,"Low Capacity",45
"Belgium",2035,"High Capacity",90
"Bolivia",2035,"Baseline",59.282962962963
"Bolivia",2035,"Low Capacity",45
"Bolivia",2035,"High Capacity",90
"Brazil",2035,"Baseline",48.4002018558217
"Brazil",2035,"Low Capacity",45
"Brazil",2035,"High Capacity",90
"Canada",2035,"Baseline",80.0832013922788
"Canada",2035,"Low Capacity",45
"Canada",2035,"High Capacity",90
"Chile",2035,"Baseline",66.5496158392435
"Chile",2035,"Low Capacity",45
"Chile",2035,"High Capacity",90
"China",2035,"Baseline",57.1489002485433
"China",2035,"Low Capacity",45
"China",2035,"High Capacity",90
"Colombia",2035,"Baseline",56.4497612243016
"Colombia",2035,"Low Capacity",45
"Colombia",2035,"High Capacity",90
"Czechia",2035,"Baseline",70.2204309656824
"Czechia",2035,"Low Capacity",45
"Czechia",2035,"High Capacity",90
"Denmark",2035,"Baseline",73.6670596711862
"Denmark",2035,"Low Capacity",45
"Denmark",2035,"High Capacity",90
"Eastern Europe/Central Asia",2035,"Baseline",73.0066413050487
"Eastern Europe/Central Asia",2035,"Low Capacity",45
"Eastern Europe/Central Asia",2035,"High Capacity",90
"Egypt",2035,"Baseline",69.0582375478927
"Egypt",2035,"Low Capacity",45
"Egypt",2035,"High Capacity",90
"Ethiopia",2035,"Baseline",58.3735294117647
"Ethiopia",2035,"Low Capacity",45
"Ethiopia",2035,"High Capacity",90
"Finland",2035,"Baseline",74.1119996496453
"Finland",2035,"Low Capacity",45
"Finland",2035,"High Capacity",90
"France",2035,"Baseline",57.8118241624981
"France",2035,"Low Capacity",45
"France",2035,"High Capacity",90
"Germany",2035,"Baseline",72.0540909761545
"Germany",2035,"Low Capacity",45
"Germany",2035,"High Capacity",90
"Greece",2035,"Baseline",64.8040218270008
"Greece",2035,"Low Capacity",45
"Greece",2035,"High Capacity",90
"Hungary",2035,"Baseline",66.7082368609774
"Hungary",2035,"Low Capacity",45
"Hungary",2035,"High Capacity",90
"India",2035,"Baseline",33.7464546968929
"India",2035,"Low Capacity",45
"India",2035,"High Capacity",90
"Indonesia",2035,"Baseline",51.361985933142
"Indonesia",2035,"Low Capacity",45
"Indonesia",2035,"High Capacity",90
"Iran",2035,"Baseline",66.8747598146794
"Iran",2035,"Low Capacity",45
"Iran",2035,"High Capacity",90
"Ireland",2035,"Baseline",70.7407131192161
"Ireland",2035,"Low Capacity",45
"Ireland",2035,"High Capacity",90
"Israel",2035,"Baseline",68.819495314728
"Israel",2035,"Low Capacity",45
"Israel",2035,"High Capacity",90
"Italy",2035,"Baseline",56.5289894671783
