"Powertrain","Country","chemistry","share_units","year","ratio2024"
"BEV","China","NCA",0.000132172684445258,2044,0.416206095718178
"BEV","China","NCA",0.000126783238152199,2045,0.393568791607147
"BEV","China","NCA",0.000121574818014124,2046,0.371539940844953
"BEV","China","NCA",0.000116545428818212,2047,0.35014300641325
"BEV","China","NCA",0.000111692489319616,2048,0.329397384102617
"BEV","China","NCA",0.000107012940843711,2049,0.309319123517844
"BEV","China","NCA",0.000102503340663911,2050,0.289921526602488
"BEV","China","NMC 111",0.00831555173969413,2022,2.0391583266382
"BEV","China","NMC 111",0.00546981632070215,2023,1.42134577233358
"BEV","China","NMC 111",0.00371335573060255,2024,1
"BEV","China","NMC 111",0.00290635296872505,2025,0.784942120917035
"BEV","China","NMC 111",0.00218098856968381,2026,0.589938962288129
"BEV","China","NMC 111",0.0016557497849823,2027,0.447868412189118
"BEV","China","NMC 111",0.00104410346330508,2028,0.283050087597245
"BEV","China","NMC 111",0.000869191332636614,2029,0.234951557130523
"BEV","China","NMC 111",0.000693922722651957,2030,0.186993462092532
"BEV","China","NMC 111",0.000551648768312874,2031,0.148474225382092
"BEV","China","NMC 111",0.000423149097521433,2032,0.113074921942537
"BEV","China","NMC 111",0.000304410293074461,2033,0.0811213901924757
"BEV","China","NMC 111",0.000187222500709094,2034,0.0495723372254594
"BEV","China","NMC 111",0.000140520004741301,2035,0.0368603271710418
"BEV","China","NMC 111",0.000112554704132742,2036,0.0292881608098585
"BEV","China","NMC 111",8.58507342891077e-05,2037,0.0221831002286123
"BEV","China","NMC 111",6.05680527140725e-05,2038,0.0155614944122686
"BEV","China","NMC 111",3.66362566560048e-05,2039,0.00937376707033567
"BEV","China","NMC 111",1.36194864342755e-05,2040,0.00346716308946823
"BEV","China","NMC 111",8.82575496783842e-06,2041,0.00222588149949233
"BEV","China","NMC 111",5.71690172764064e-06,2042,0.00142671810989412
"BEV","China","NMC 111",3.70169189330575e-06,2043,0.000913018324782449
"BEV","China","NMC 111",2.39597358141592e-06,2044,0.000583336025251147
"BEV","China","NMC 111",1.5503018972634e-06,2045,0.000372087550277645
"BEV","China","NMC 111",1.0027950720915e-06,2046,0.000236943128100393
"BEV","China","NMC 111",6.48452145261489e-07,2047,0.00015062539218405
"BEV","China","NMC 111",4.19199524873177e-07,2048,9.55843969461224e-05
"BEV","China","NMC 111",2.70923847686118e-07,2049,6.05463202535383e-05
"BEV","China","NMC 111",1.75050388754217e-07,2050,3.82803209108023e-05
"BEV","China","NMC 622",0.122694855905582,2022,1.31228151740801
"BEV","China","NMC 622",0.0999014358807009,2023,1.13224264953972
"BEV","China","NMC 622",0.0851384570662578,2024,1
"BEV","China","NMC 622",0.0753465524440656,2025,0.887551256536353
"BEV","China","NMC 622",0.0685097582490659,2026,0.808252219159989
"BEV","China","NMC 622",0.0649363489665203,2027,0.766098078129924
"BEV","China","NMC 622",0.0612903207490801,2028,0.724690272248774
"BEV","China","NMC 622",0.0585310791414105,2029,0.690065399746081
"BEV","China","NMC 622",0.0559161180304811,2030,0.657193269162947
"BEV","China","NMC 622",0.0518913137996908,2031,0.609149457799787
"BEV","China","NMC 622",0.0483124903187884,2032,0.563083863952814
"BEV","China","NMC 622",0.0442149593553125,2033,0.513908808674667
"BEV","China","NMC 622",0.0401836440228856,2034,0.464057132107058
"BEV","China","NMC 622",0.0364336166749407,2035,0.416834920381327
"BEV","China","NMC 622",0.0330208261680552,2036,0.374763395268579
"BEV","China","NMC 622",0.029791521773895,2037,0.335746655743773
"BEV","China","NMC 622",0.0265553514654474,2038,0.297577796769361
"BEV","China","NMC 622",0.0232472309118582,2039,0.259426940755945
"BEV","China","NMC 622",0.0200754857936449,2040,0.222905293798274
"BEV","China","NMC 622",0.0177948106973401,2041,0.19574213752669
"BEV","China","NMC 622",0.0157666130069793,2042,0.17161554952401
"BEV","China","NMC 622",0.0139641377274751,2043,0.150222204224165
"BEV","China","NMC 622",0.0123632330385264,2044,0.131283337454857
"BEV","China","NMC 622",0.0109421454531218,2045,0.114543941796782
"BEV","China","NMC 622",0.00968131989918779,2046,0.0997716782589567
"BEV","China","NMC 622",0.00856320785160271,2047,0.0867556014967581
"BEV","China","NMC 622",0.0075720855259382,2048,0.0753047747165289
"BEV","China","NMC 622",0.00669388332648324,2049,0.065246833161613
"BEV","China","NMC 622",0.00591602714094792,2050,0.0564265409815734
"BEV","China","NMC 532",0.0421273982106856,2022,1.12398536180244
"BEV","China","NMC 532",0.0440037188497973,2023,1.24409206727784
"BEV","China","NMC 532",0.034129538456852,2024,1
"BEV","China","NMC 532",0.0256978455283699,2025,0.755130708713295
"BEV","China","NMC 532",0.0181972806623874,2026,0.535545438025948
"BEV","China","NMC 532",0.0153480171862444,2027,0.451693814060249
"BEV","China","NMC 532",0.0126085855307067,2028,0.37189665016137
"BEV","China","NMC 532",0.0104807549721813,2029,0.308241882827897
"BEV","China","NMC 532",0.00864381458172812,2030,0.253429342165341
"BEV","China","NMC 532",0.00750281069816292,2031,0.219709352740119
"BEV","China","NMC 532",0.00678400649439489,2032,0.197240126782256
"BEV","China","NMC 532",0.00630489963177634,2033,0.182805967701625
"BEV","China","NMC 532",0.00589887863935688,2034,0.169936611904538
"BEV","China","NMC 532",0.00539913647991576,2035,0.15409249105644
"BEV","China","NMC 532",0.00516734046921157,2036,0.146295735825421
"BEV","China","NMC 532",0.00487477467279862,2037,0.137046804559558
"BEV","China","NMC 532",0.00457992303595205,2038,0.128027130075728
"BEV","China","NMC 532",0.00424774038613392,2039,0.118248916668405
"BEV","China","NMC 532",0.00389707334656088,2040,0.107941452855695
"BEV","China","NMC 532",0.00364578743400814,2041,0.100040915652479
"BEV","China","NMC 532",0.00340927343408937,2042,0.0925710994557013
"BEV","China","NMC 532",0.0031868601454834,2043,0.0855221029932087
"BEV","China","NMC 532",0.0029778745072462,2044,0.0788822528194897
"BEV","China","NMC 532",0.0027816486598748,2045,0.0726385683382575
"BEV","China","NMC 532",0.00259752548443162,2046,0.0667771506651163
"BEV","China","NMC 532",0.002424862889351,2047,0.0612835036867979
"BEV","China","NMC 532",0.00226303706480955,2048,0.0561427950625988
"BEV","China","NMC 532",0.00211144488630974,2049,0.0513400643882017
"BEV","China","NMC 532",0.00196950561881686,2050,0.046860385260345
"BEV","Colombia","NMC 811",0.234774882075635,2022,0.915486817373781
"BEV","Colombia","NMC 811",0.22491549719615,2023,0.888992420748176
"BEV","Colombia","NMC 811",0.251008696667979,2024,1
"BEV","Colombia","NMC 811",0.298818680024112,2025,1.18746411914938
"BEV","Colombia","NMC 811",0.338522586238836,2026,1.34315936097992
"BEV","Colombia","NMC 811",0.356287276176821,2027,1.41089517713085
"BEV","Colombia","NMC 811",0.374208533038233,2028,1.48212803024089
"BEV","Colombia","NMC 811",0.391526857506159,2029,1.54756086230936
"BEV","Colombia","NMC 811",0.408782183065273,2030,1.61323796724091
"BEV","Colombia","NMC 811",0.42083958547501,2031,1.65378092305534
"BEV","Colombia","NMC 811",0.433935512513709,2032,1.69150362841649
"BEV","Colombia","NMC 811",0.443969831399747,2033,1.72003069178444
"BEV","Colombia","NMC 811",0.455524913486361,2034,1.74948671634458
"BEV","Colombia","NMC 811",0.46922318497243,2035,1.78438223184772
"BEV","Colombia","NMC 811",0.480473195230475,2036,1.81102907113152
"BEV","Colombia","NMC 811",0.490934295946817,2037,1.83561936395619
"BEV","Colombia","NMC 811",0.500534744349374,2038,1.85797093507114
"BEV","Colombia","NMC 811",0.509176289171014,2039,1.87772671108129
"BEV","Colombia","NMC 811",0.518606651059783,2040,1.89967810941871
"BEV","Colombia","NMC 811",0.527461264792003,2041,1.914205585471
"BEV","Colombia","NMC 811",0.536030588284547,2042,1.92577482445329
"BEV","Colombia","NMC 811",0.544334847851377,2043,1.93431685781573
"BEV","Colombia","NMC 811",0.552393115791731,2044,1.93975871778864
"BEV","Colombia","NMC 811",0.560223259742472,2045,1.94202512848511
"BEV","Colombia","NMC 811",0.56784191833431,2046,1.94104058126611
"BEV","Colombia","NMC 811",0.575264500221774,2047,1.93673178426563
"BEV","Colombia","NMC 811",0.582505202810868,2048,1.92903046020262
"BEV","Colombia","NMC 811",0.589577046829545,2049,1.91787644953352
"BEV","Colombia","NMC 811",0.596491923052393,2050,1.90322105736169
"BEV","Colombia","LFP",0.415092656368884,2022,0.842157242988723
"BEV","Colombia","LFP",0.461494758744429,2023,0.949058810219396
"BEV","Colombia","LFP",0.482437540333733,2024,1
"BEV","Colombia","LFP",0.473332730778425,2025,0.978649015627184
"BEV","Colombia","LFP",0.464437671542514,2026,0.958771257837829
"BEV","Colombia","LFP",0.461006988604254,2027,0.949838172331645
"BEV","Colombia","LFP",0.457616230514571,2028,0.943020487073641
"BEV","Colombia","LFP",0.451259253336161,2029,0.9280256368697
"BEV","Colombia","LFP",0.444167914103149,2030,0.912013637893936
"BEV","Colombia","LFP",0.443442477632781,2031,0.906663974894844
"BEV","Colombia","LFP",0.440107505211942,2032,0.892594464221044
"BEV","Colombia","LFP",0.440324075330579,2033,0.887570465395129
"BEV","Colombia","LFP",0.438878914415613,2034,0.876982455362227
"BEV","Colombia","LFP",0.434890882936604,2035,0.860471329270292
"BEV","Colombia","LFP",0.431994951838519,2036,0.84719347761622
"BEV","Colombia","LFP",0.429585526555917,2037,0.835711874506837
"BEV","Colombia","LFP",0.428039828586301,2038,0.826678308697495
"BEV","Colombia","LFP",0.427676450663694,2039,0.820591896440027
"BEV","Colombia","LFP",0.426320891155227,2040,0.812505342269004
"BEV","Colombia","LFP",0.423321123228198,2041,0.79931068987538
"BEV","Colombia","LFP",0.420000469905549,2042,0.785079038896709
"BEV","Colombia","LFP",0.416396601855411,2043,0.769868107852414
"BEV","Colombia","LFP",0.41254386303064,2044,0.753732531254131
"BEV","Colombia","LFP",0.408473460648245,2045,0.736724695224067
"BEV","Colombia","LFP",0.404213666456023,2046,0.718895612557341
"BEV","Colombia","LFP",0.399790024322232,2047,0.700295818144888
"BEV","Colombia","LFP",0.395225559359495,2048,0.680976262530857
"BEV","Colombia","LFP",0.390540984390667,2049,0.660989178768165
"BEV","Colombia","LFP",0.385754900341049,2050,0.640388895549681
"BEV","Colombia","NCA",0.00123444496860994,2022,1.45622370791235
"BEV","Colombia","NCA",0.000962612355411583,2023,1.15102831968396
"BEV","Colombia","NCA",0.000829722503918133,2024,1
"BEV","Colombia","NCA",0.000774658492890711,2025,0.931277131842033
"BEV","Colombia","NCA",0.000759305985915326,2026,0.911407537757311
"BEV","Colombia","NCA",0.000745492066001523,2027,0.893086163861443
"BEV","Colombia","NCA",0.000695831186426628,2028,0.833742275427932
"BEV","Colombia","NCA",0.000667224355774639,2029,0.797836626495255
"BEV","Colombia","NCA",0.000625223123042555,2030,0.746444301166209
"BEV","Colombia","NCA",0.000598862577188527,2031,0.711941760358095
"BEV","Colombia","NCA",0.000603313751763796,2032,0.711454063606791
"BEV","Colombia","NCA",0.000566671042069834,2033,0.66415532006314
"BEV","Colombia","NCA",0.000558262324566447,2034,0.648623581600786
"BEV","Colombia","NCA",0.000557059233935539,2035,0.640863745964003
"BEV","Colombia","NCA",0.000555192084981604,2036,0.633075378159429
"BEV","Colombia","NCA",0.000543491600530991,2037,0.614763386229066
"BEV","Colombia","NCA",0.000524351870058827,2038,0.588821158403165
"BEV","Colombia","NCA",0.000494881413386285,2039,0.552104459440204
"BEV","Colombia","NCA",0.000462192156006317,2040,0.512177394010438
"BEV","Colombia","NCA",0.000443997111092771,2041,0.487454463029931
"BEV","Colombia","NCA",0.00042617132988878,2042,0.463186679094578
"BEV","Colombia","NCA",0.00040875763624501,2043,0.439423477690322
"BEV","Colombia","NCA",0.000391789761289438,2044,0.416206095718178
"BEV","Colombia","NCA",0.000375293502135009,2045,0.393568791607147
"BEV","Colombia","NCA",0.000359287776505196,2046,0.371539940844953
"BEV","Colombia","NCA",0.000343785576085415,2047,0.35014300641325
"BEV","Colombia","NCA",0.000328794822292818,2048,0.329397384102617
"BEV","Colombia","NCA",0.000314319129189189,2049,0.309319123517844
"BEV","Colombia","NCA",0.000300358479167796,2050,0.289921526602488
"BEV","Colombia","NMC 111",0.0145102302209883,2022,2.0391583266382
"BEV","Colombia","NMC 111",0.00997803180744153,2023,1.42134577233358
"BEV","Colombia","NMC 111",0.00696486316716478,2024,1
"BEV","Colombia","NMC 111",0.00548085990992334,2025,0.784942120917035
"BEV","Colombia","NMC 111",0.00412563693822304,2026,0.589938962288129
"BEV","Colombia","NMC 111",0.00313819421208694,2027,0.447868412189118
"BEV","Colombia","NMC 111",0.00198296513870499,2028,0.283050087597245
"BEV","Colombia","NMC 111",0.00164936193832107,2029,0.234951557130523
"BEV","Colombia","NMC 111",0.00131475177714048,2030,0.186993462092532
"BEV","Colombia","NMC 111",0.00104836736785642,2031,0.148474225382092
"BEV","Colombia","NMC 111",0.000804900831990573,2032,0.113074921942537
"BEV","Colombia","NMC 111",0.000581000449156835,2033,0.0811213901924757
"BEV","Colombia","NMC 111",0.000358149789607916,2034,0.0495723372254594
"BEV","Colombia","NMC 111",0.000268951876429507,2035,0.0368603271710418
"BEV","Colombia","NMC 111",0.000215605414312293,2036,0.0292881608098585
"BEV","Colombia","NMC 111",0.000164621594279261,2037,0.0221831002286123
"BEV","Colombia","NMC 111",0.000116324296405793,2038,0.0155614944122686
"BEV","Colombia","NMC 111",7.05299806701948e-05,2039,0.00937376707033567
"BEV","Colombia","NMC 111",2.62637148504176e-05,2040,0.00346716308946823
"BEV","Colombia","NMC 111",1.70187575939124e-05,2041,0.00222588149949233
"BEV","Colombia","NMC 111",1.10190984213754e-05,2042,0.00142671810989412
"BEV","Colombia","NMC 111",7.12921702736063e-06,2043,0.000913018324782449
"BEV","Colombia","NMC 111",4.6093868999169e-06,2044,0.000583336025251147
"BEV","Colombia","NMC 111",2.97834669307488e-06,2045,0.000372087550277645
"BEV","Colombia","NMC 111",1.92336084904065e-06,2046,0.000236943128100393
"BEV","Colombia","NMC 111",1.24142390818418e-06,2047,0.00015062539218405
"BEV","Colombia","NMC 111",8.00887559710939e-07,2048,9.55843969461224e-05
"BEV","Colombia","NMC 111",5.16453844612916e-07,2049,6.05463202535383e-05
"BEV","Colombia","NMC 111",3.32900711280456e-07,2050,3.82803209108023e-05
"BEV","Colombia","NMC 622",0.259559923989947,2022,1.31228151740801
"BEV","Colombia","NMC 622",0.220938765012291,2023,1.13224264953972
"BEV","Colombia","NMC 622",0.193597550826693,2024,1
"BEV","Colombia","NMC 622",0.17226291048598,2025,0.887551256536353
"BEV","Colombia","NMC 622",0.157115163885781,2026,0.808252219159989
"BEV","Colombia","NMC 622",0.149211063924734,2027,0.766098078129924
"BEV","Colombia","NMC 622",0.141120948722234,2028,0.724690272248774
"BEV","Colombia","NMC 622",0.134652730049124,2029,0.690065399746081
"BEV","Colombia","NMC 622",0.128439238227613,2030,0.657193269162947
"BEV","Colombia","NMC 622",0.119556600682106,2031,0.609149457799787
"BEV","Colombia","NMC 622",0.111413144544488,2032,0.563083863952814
"BEV","Colombia","NMC 622",0.102309135624739,2033,0.513908808674667
"BEV","Colombia","NMC 622",0.0931931576026764,2034,0.464057132107058
"BEV","Colombia","NMC 622",0.0845408788015727,2035,0.416834920381327
"BEV","Colombia","NMC 622",0.0766852781875642,2036,0.374763395268579
"BEV","Colombia","NMC 622",0.0692569764333243,2037,0.335746655743773
"BEV","Colombia","NMC 622",0.0618310935312405,2038,0.297577796769361
"BEV","Colombia","NMC 622",0.0542577714517735,2039,0.259426940755945
"BEV","Colombia","NMC 622",0.0469342126618226,2040,0.222905293798274
"BEV","Colombia","NMC 622",0.0416003906955773,2041,0.19574213752669
"BEV","Colombia","NMC 622",0.0368427291771951,2042,0.17161554952401
"BEV","Colombia","NMC 622",0.032604965263842,2043,0.150222204224165
"BEV","Colombia","NMC 622",0.0288350855339201,2044,0.131283337454857
"BEV","Colombia","NMC 622",0.0254852856458691,2045,0.114543941796782
"BEV","Colombia","NMC 622",0.0225118507908358,2046,0.0997716782589567
"BEV","Colombia","NMC 622",0.0198749804328768,2047,0.0867556014967581
"BEV","Colombia","NMC 622",0.0175385759216713,2048,0.0753047747165289
"BEV","Colombia","NMC 622",0.0154700055221642,2049,0.065246833161613
"BEV","Colombia","NMC 622",0.013639858082077,2050,0.0564265409815734
"BEV","Colombia","NMC 532",0.074827862375935,2022,1.12398536180244
"BEV","Colombia","NMC 532",0.0817103348842764,2023,1.24409206727784
"BEV","Colombia","NMC 532",0.0651616265005127,2024,1
"BEV","Colombia","NMC 532",0.049330160308669,2025,0.755130708713295
"BEV","Colombia","NMC 532",0.0350396354087305,2026,0.535545438025948
"BEV","Colombia","NMC 532",0.0296109850161018,2027,0.451693814060249
"BEV","Colombia","NMC 532",0.0243754913998305,2028,0.37189665016137
"BEV","Colombia","NMC 532",0.0202445728144605,2029,0.308241882827897
"BEV","Colombia","NMC 532",0.0166706897037819,2030,0.253429342165341
"BEV","Colombia","NMC 532",0.0145141062650566,2031,0.219709352740119
"BEV","Colombia","NMC 532",0.0131356231461057,2032,0.197240126782256
"BEV","Colombia","NMC 532",0.0122492861537079,2033,0.182805967701625
"BEV","Colombia","NMC 532",0.0114866023811756,2034,0.169936611904538
"BEV","Colombia","NMC 532",0.0105190421790281,2035,0.15409249105644
"BEV","Colombia","NMC 532",0.0100757772441478,2036,0.146295735825421
"BEV","Colombia","NMC 532",0.00951508786913149,2037,0.137046804559558
"BEV","Colombia","NMC 532",0.00895365736661971,2038,0.128027130075728
"BEV","Colombia","NMC 532",0.00832407731946194,2039,0.118248916668405
"BEV","Colombia","NMC 532",0.00764978925231001,2040,0.107941452855695
"BEV","Colombia","NMC 532",0.00715620541553553,2041,0.100040915652479
"BEV","Colombia","NMC 532",0.00668902220439893,2042,0.0925710994557013
"BEV","Colombia","NMC 532",0.00624769817609726,2043,0.0855221029932087
"BEV","Colombia","NMC 532",0.00583153649551954,2044,0.0788822528194897
"BEV","Colombia","NMC 532",0.0054397221145856,2045,0.0726385683382575
"BEV","Colombia","NMC 532",0.00507135328147759,2046,0.0667771506651163
"BEV","Colombia","NMC 532",0.00472546802312297,2047,0.0612835036867979
"BEV","Colombia","NMC 532",0.00440106619811311,2048,0.0561427950625988
"BEV","Colombia","NMC 532",0.00409712767459003,2049,0.0513400643882017
"BEV","Colombia","NMC 532",0.00381262714460211,2050,0.046860385260345
"BEV","Costa Rica","NMC 811",0.207514083225846,2022,0.915486817373781
"BEV","Costa Rica","NMC 811",0.196840323869285,2023,0.888992420748176
"BEV","Costa Rica","NMC 811",0.218105389963419,2024,1
"BEV","Costa Rica","NMC 811",0.259208810744367,2025,1.18746411914938
"BEV","Costa Rica","NMC 811",0.293310523133184,2026,1.34315936097992
"BEV","Costa Rica","NMC 811",0.308511027501787,2027,1.41089517713085
"BEV","Costa Rica","NMC 811",0.323829638216956,2028,1.48212803024089
"BEV","Costa Rica","NMC 811",0.338868258183243,2029,1.54756086230936
"BEV","Costa Rica","NMC 811",0.353927428527178,2030,1.61323796724091
"BEV","Costa Rica","NMC 811",0.3641046549309,2031,1.65378092305534
"BEV","Costa Rica","NMC 811",0.375364927525715,2032,1.69150362841649
"BEV","Costa Rica","NMC 811",0.383757025289137,2033,1.72003069178444
"BEV","Costa Rica","NMC 811",0.393553257240888,2034,1.74948671634458
"BEV","Costa Rica","NMC 811",0.405364807071696,2035,1.78438223184772
"BEV","Costa Rica","NMC 811",0.415033063883668,2036,1.81102907113152
"BEV","Costa Rica","NMC 811",0.423994482111481,2037,1.83561936395619
"BEV","Costa Rica","NMC 811",0.432151587466985,2038,1.85797093507114
"BEV","Costa Rica","NMC 811",0.439387843202781,2039,1.87772671108129
"BEV","Costa Rica","NMC 811",0.447374982137834,2040,1.89967810941871
"BEV","Costa Rica","NMC 811",0.455048376984738,2041,1.914205585471
"BEV","Costa Rica","NMC 811",0.462520214196426,2042,1.92577482445329
"BEV","Costa Rica","NMC 811",0.469805201263297,2043,1.93431685781573
"BEV","Costa Rica","NMC 811",0.476917077398687,2044,1.93975871778864
"BEV","Costa Rica","NMC 811",0.483868606148552,2045,1.94202512848511
"BEV","Costa Rica","NMC 811",0.490671581747508,2046,1.94104058126611
"BEV","Costa Rica","NMC 811",0.497336847812037,2047,1.93673178426563
"BEV","Costa Rica","NMC 811",0.503874326393299,2048,1.92903046020262
"BEV","Costa Rica","NMC 811",0.510293055233686,2049,1.91787644953352
"BEV","Costa Rica","NMC 811",0.51660123112947,2050,1.90322105736169
"BEV","Costa Rica","NMC 721",0.0174534283820839,2022,0.915486817373781
"BEV","Costa Rica","NMC 721",0.0165556883752306,2023,0.888992420748176
"BEV","Costa Rica","NMC 721",0.0183442335300686,2024,1
"BEV","Costa Rica","NMC 721",0.0218013271388824,2025,1.18746411914938
"BEV","Costa Rica","NMC 721",0.0246695266636196,2026,1.34315936097992
"BEV","Costa Rica","NMC 721",0.0259479985159624,2027,1.41089517713085
"BEV","Costa Rica","NMC 721",0.0272364039623496,2028,1.48212803024089
"BEV","Costa Rica","NMC 721",0.0285012601709825,2029,1.54756086230936
"BEV","Costa Rica","NMC 721",0.0297678448143265,2030,1.61323796724091
"BEV","Costa Rica","NMC 721",0.0306238228250926,2031,1.65378092305534
"BEV","Costa Rica","NMC 721",0.0315708928178432,2032,1.69150362841649
"BEV","Costa Rica","NMC 721",0.0322767286580542,2033,1.72003069178444
"BEV","Costa Rica","NMC 721",0.0331006622924673,2034,1.74948671634458
"BEV","Costa Rica","NMC 721",0.0340940986696459,2035,1.78438223184772
"BEV","Costa Rica","NMC 721",0.0349072686734557,2036,1.81102907113152
"BEV","Costa Rica","NMC 721",0.0356609884635039,2037,1.83561936395619
"BEV","Costa Rica","NMC 721",0.036347059750398,2038,1.85797093507114
"BEV","Costa Rica","NMC 721",0.0369556809546837,2039,1.87772671108129
"BEV","Costa Rica","NMC 721",0.0376274568419568,2040,1.89967810941871
"BEV","Costa Rica","NMC 721",0.0382728445926384,2041,1.914205585471
"BEV","Costa Rica","NMC 721",0.0389012798950986,2042,1.92577482445329
"BEV","Costa Rica","NMC 721",0.0395139997551654,2043,1.93431685781573
"BEV","Costa Rica","NMC 721",0.0401121597395949,2044,1.93975871778864
"BEV","Costa Rica","NMC 721",0.0406968333544923,2045,1.94202512848511
"BEV","Costa Rica","NMC 721",0.0412690125799005,2046,1.94104058126611
"BEV","Costa Rica","NMC 721",0.0418296094420334,2047,1.93673178426563
"BEV","Costa Rica","NMC 721",0.0423794584568266,2048,1.92903046020262
"BEV","Costa Rica","NMC 721",0.0429193197634821,2049,1.91787644953352
"BEV","Costa Rica","NMC 721",0.0434498827715784,2050,1.90322105736169
"BEV","Costa Rica","LFP",0.466096006172252,2022,0.842157242988723
"BEV","Costa Rica","LFP",0.513092716987172,2023,0.949058810219396
"BEV","Costa Rica","LFP",0.5325410751316,2024,1
"BEV","Costa Rica","LFP",0.521606434130021,2025,0.978649015627184
"BEV","Costa Rica","LFP",0.511212918425135,2026,0.958771257837829
"BEV","Costa Rica","LFP",0.507121793669582,2027,0.949838172331645
"BEV","Costa Rica","LFP",0.503081925146195,2028,0.943020487073641
"BEV","Costa Rica","LFP",0.496169242316959,2029,0.9280256368697
"BEV","Costa Rica","LFP",0.488544165827679,2030,0.912013637893936
"BEV","Costa Rica","LFP",0.487395287476009,2031,0.906663974894844
"BEV","Costa Rica","LFP",0.483639384030361,2032,0.892594464221044
"BEV","Costa Rica","LFP",0.483514716869962,2033,0.887570465395129
"BEV","Costa Rica","LFP",0.481693160029836,2034,0.876982455362227
"BEV","Costa Rica","LFP",0.477288827203169,2035,0.860471329270292
"BEV","Costa Rica","LFP",0.474052663106229,2036,0.84719347761622
"BEV","Costa Rica","LFP",0.471325416267131,2037,0.835711874506837
"BEV","Costa Rica","LFP",0.469483627489973,2038,0.826678308697495
"BEV","Costa Rica","LFP",0.468845323994415,2039,0.820591896440027
"BEV","Costa Rica","LFP",0.46720191414987,2040,0.812505342269004
"BEV","Costa Rica","LFP",0.463950155097649,2041,0.79931068987538
"BEV","Costa Rica","LFP",0.460389391408952,2042,0.785079038896709
"BEV","Costa Rica","LFP",0.456555149350514,2043,0.769868107852414
"BEV","Costa Rica","LFP",0.452479735460285,2044,0.753732531254131
"BEV","Costa Rica","LFP",0.448192454488785,2045,0.736724695224067
"BEV","Costa Rica","LFP",0.443719827974629,2046,0.718895612557341
"BEV","Costa Rica","LFP",0.439085810692132,2047,0.700295818144888
"BEV","Costa Rica","LFP",0.434312002128087,2048,0.680976262530857
"BEV","Costa Rica","LFP",0.429417850458616,2049,0.660989178768165
"BEV","Costa Rica","LFP",0.424420846991682,2050,0.640388895549681
"BEV","Costa Rica","NCA",0.00193129624964959,2022,1.45622370791235
"BEV","Costa Rica","NCA",0.00149117062746769,2023,1.15102831968396
"BEV","Costa Rica","NCA",0.00127612059339608,2024,1
"BEV","Costa Rica","NCA",0.00118941530176846,2025,0.931277131842033
"BEV","Costa Rica","NCA",0.00116449609427675,2026,0.911407537757311
"BEV","Costa Rica","NCA",0.00114260106165229,2027,0.893086163861443
"BEV","Costa Rica","NCA",0.0010658301859143,2028,0.833742275427932
"BEV","Costa Rica","NCA",0.00102216837704418,2029,0.797836626495255
"BEV","Costa Rica","NCA",0.000958161048540447,2030,0.746444301166209
"BEV","Costa Rica","NCA",0.000917102844215171,2031,0.711941760358095
"BEV","Costa Rica","NCA",0.000923746787367598,2032,0.711454063606791
"BEV","Costa Rica","NCA",0.000866992054213989,2033,0.66415532006314
"BEV","Costa Rica","NCA",0.000853711073635522,2034,0.648623581600786
"BEV","Costa Rica","NCA",0.000851822631261764,2035,0.640863745964003
"BEV","Costa Rica","NCA",0.00084886380631926,2036,0.633075378159429
"BEV","Costa Rica","NCA",0.000830827546308046,2037,0.614763386229066
"BEV","Costa Rica","NCA",0.000801319890482393,2038,0.588821158403165
"BEV","Costa Rica","NCA",0.000755896312143864,2039,0.552104459440204
"BEV","Costa Rica","NCA",0.000705728084847269,2040,0.512177394010438
"BEV","Costa Rica","NCA",0.000677997918433057,2041,0.487454463029931
"BEV","Costa Rica","NCA",0.000650888491836628,2042,0.463186679094578
"BEV","Costa Rica","NCA",0.0006244515954614,2043,0.439423477690322
"BEV","Costa Rica","NCA",0.000598727101394954,2044,0.416206095718178
"BEV","Costa Rica","NCA",0.000573744549372737,2045,0.393568791607147
"BEV","Costa Rica","NCA",0.00054952457225094,2046,0.371539940844953
"BEV","Costa Rica","NCA",0.000526080171038305,2047,0.35014300641325
"BEV","Costa Rica","NCA",0.000503417849342076,2048,0.329397384102617
"BEV","Costa Rica","NCA",0.000481538617294602,2049,0.309319123517844
"BEV","Costa Rica","NCA",0.000460438875273997,2050,0.289921526602488
"BEV","Costa Rica","NMC 111",0.0124323292654207,2022,2.0391583266382
"BEV","Costa Rica","NMC 111",0.00846489996816515,2023,1.42134577233358
"BEV","Costa Rica","NMC 111",0.00586641083255967,2024,1
"BEV","Costa Rica","NMC 111",0.00460864200591343,2025,0.784942120917035
"BEV","Costa Rica","NMC 111",0.00346507992853246,2026,0.589938962288129
"BEV","Costa Rica","NMC 111",0.00263410117457192,2027,0.447868412189118
"BEV","Costa Rica","NMC 111",0.00166341358156715,2028,0.283050087597245
"BEV","Costa Rica","NMC 111",0.00138378161330285,2029,0.234951557130523
"BEV","Costa Rica","NMC 111",0.00110343888489962,2030,0.186993462092532
"BEV","Costa Rica","NMC 111",0.000879235869143499,2031,0.148474225382092
"BEV","Costa Rica","NMC 111",0.000674921293423642,2032,0.113074921942537
"BEV","Costa Rica","NMC 111",0.00048681236740029,2033,0.0811213901924757
"BEV","Costa Rica","NMC 111",0.00029994272514288,2034,0.0495723372254594
"BEV","Costa Rica","NMC 111",0.000225228535389317,2035,0.0368603271710418
